sample	tb_group	mode	pct	clade_reads	taxon_reads	rank_code	taxid	name
SRR28476460	neg	strict	NA	1391	1391	S	33010	Cutibacterium avidum
SRR28476460	neg	strict	NA	196	196	S	3016342	Cutibacterium equinum
SRR28476460	neg	strict	NA	2745	2745	S	2760310	Tessaracoccus sp. MC1865
SRR28476460	neg	strict	NA	19	19	S	1285901	Tessaracoccus defluvii
SRR28476460	neg	strict	NA	14	14	S	1610493	Tessaracoccus flavus
SRR28476460	neg	strict	NA	8	8	S	2161816	Tessaracoccus timonensis
SRR28476460	neg	strict	NA	3	3	S	1332264	Tessaracoccus aquimaris
SRR28476460	neg	strict	NA	2022	2022	S	1750	Arachnia propionica
SRR28476460	neg	strict	NA	15	15	S	1547448	Arachnia rubra
SRR28476460	neg	strict	NA	152	152	S	546874	Microlunatus sagamiharensis
SRR28476460	neg	strict	NA	119	119	S	630515	Microlunatus soli
SRR28476460	neg	strict	NA	34	0	S	29405	Microlunatus phosphovorus
SRR28476460	neg	strict	NA	30	30	S	2596828	Microlunatus elymi
SRR28476460	neg	strict	NA	148	148	S	1748	Acidipropionibacterium acidipropionici
SRR28476460	neg	strict	NA	99	99	S	1749	Acidipropionibacterium jensenii
SRR28476460	neg	strict	NA	61	61	S	2057246	Acidipropionibacterium virtanenii
SRR28476460	neg	strict	NA	251	251	S	119981	Propionibacterium australiense
SRR28476461	neg	strict	NA	99196	98832	S	1747	Cutibacterium acnes
SRR28476461	neg	strict	NA	2052	2052	S	33011	Cutibacterium granulosum
SRR28476461	neg	strict	NA	280	280	S	2559073	Cutibacterium modestum
SRR28476461	neg	strict	NA	223	213	S	33010	Cutibacterium avidum
SRR28476461	neg	strict	NA	70	70	S	3016342	Cutibacterium equinum
SRR28476461	neg	strict	NA	542	542	S	2662261	Raineyella fluvialis
SRR28476461	neg	strict	NA	7	7	S	3081204	Raineyella sp. LH-20
SRR28476461	neg	strict	NA	3	3	S	3081651	Raineyella sp. W15-4
SRR28476461	neg	strict	NA	137	137	S	546874	Microlunatus sagamiharensis
SRR28476461	neg	strict	NA	84	0	S	29405	Microlunatus phosphovorus
SRR28476461	neg	strict	NA	49	49	S	2596828	Microlunatus elymi
SRR28476461	neg	strict	NA	26	26	S	630515	Microlunatus soli
SRR28476461	neg	strict	NA	284	284	S	2760310	Tessaracoccus sp. MC1865
SRR28476461	neg	strict	NA	5	5	S	3041766	Tessaracoccus sp. T21
SRR28476461	neg	strict	NA	43	43	S	2161816	Tessaracoccus timonensis
SRR28476461	neg	strict	NA	38	38	S	1610493	Tessaracoccus flavus
SRR28476461	neg	strict	NA	9	9	S	1332264	Tessaracoccus aquimaris
SRR28476461	neg	strict	NA	2	2	S	1285901	Tessaracoccus defluvii
SRR28476461	neg	strict	NA	1	1	S	399497	Tessaracoccus flavescens
SRR28476461	neg	strict	NA	136	136	S	556499	Propionibacterium acidifaciens
SRR28476466	neg	strict	NA	13338	6885	S	28450	Burkholderia pseudomallei
SRR28476466	neg	strict	NA	5913	1275	S	57975	Burkholderia thailandensis
SRR28476466	neg	strict	NA	1893	1871	S	13373	Burkholderia mallei
SRR28476466	neg	strict	NA	529	528	S	342113	Burkholderia oklahomensis
SRR28476466	neg	strict	NA	338	338	S	1385591	Burkholderia mayonis
SRR28476466	neg	strict	NA	76	76	S	1503053	Burkholderia singularis
SRR28476466	neg	strict	NA	6	6	S	1637837	Burkholderia savannae
SRR28476466	neg	strict	NA	2	2	S	430531	Burkholderia humptydooensis
SRR28476466	neg	strict	NA	8189	8188	S	87883	Burkholderia multivorans
SRR28476466	neg	strict	NA	2924	1203	S	292	Burkholderia cepacia
SRR28476466	neg	strict	NA	2249	2245	S	152480	Burkholderia ambifaria
SRR28476466	neg	strict	NA	1892	1534	S	95486	Burkholderia cenocepacia
SRR28476466	neg	strict	NA	1843	1843	S	60552	Burkholderia vietnamiensis
SRR28476466	neg	strict	NA	962	962	S	60550	Burkholderia pyrrocinia
SRR28476466	neg	strict	NA	625	625	S	482957	Burkholderia lata
SRR28476466	neg	strict	NA	595	352	S	101571	Burkholderia ubonensis
SRR28476466	neg	strict	NA	562	562	S	488732	Burkholderia diffusa
SRR28476466	neg	strict	NA	433	433	S	488447	Burkholderia contaminans
SRR28476466	neg	strict	NA	394	394	S	1207504	Burkholderia pseudomultivorans
SRR28476466	neg	strict	NA	178	178	S	1503054	Burkholderia stagnalis
SRR28476467	neg	strict	NA	9073	4535	S	28450	Burkholderia pseudomallei
SRR28476467	neg	strict	NA	4029	811	S	57975	Burkholderia thailandensis
SRR28476467	neg	strict	NA	1295	1287	S	13373	Burkholderia mallei
SRR28476467	neg	strict	NA	313	311	S	342113	Burkholderia oklahomensis
SRR28476467	neg	strict	NA	179	179	S	1385591	Burkholderia mayonis
SRR28476467	neg	strict	NA	58	58	S	1503053	Burkholderia singularis
SRR28476467	neg	strict	NA	3	3	S	430531	Burkholderia humptydooensis
SRR28476467	neg	strict	NA	2	2	S	1637837	Burkholderia savannae
SRR28476467	neg	strict	NA	3613	3612	S	87883	Burkholderia multivorans
SRR28476467	neg	strict	NA	2022	864	S	292	Burkholderia cepacia
SRR28476467	neg	strict	NA	1699	1698	S	152480	Burkholderia ambifaria
SRR28476467	neg	strict	NA	1229	1014	S	95486	Burkholderia cenocepacia
SRR28476467	neg	strict	NA	1202	1202	S	60552	Burkholderia vietnamiensis
SRR28476467	neg	strict	NA	646	646	S	60550	Burkholderia pyrrocinia
SRR28476467	neg	strict	NA	439	439	S	482957	Burkholderia lata
SRR28476467	neg	strict	NA	411	268	S	101571	Burkholderia ubonensis
SRR28476467	neg	strict	NA	319	319	S	488732	Burkholderia diffusa
SRR28476467	neg	strict	NA	308	308	S	1207504	Burkholderia pseudomultivorans
SRR28476467	neg	strict	NA	299	299	S	488447	Burkholderia contaminans
SRR28476467	neg	strict	NA	150	150	S	179879	Burkholderia anthina
SRR28476469	neg	strict	NA	403820	402990	S	1747	Cutibacterium acnes
SRR28476469	neg	strict	NA	12082	12082	S	33011	Cutibacterium granulosum
SRR28476469	neg	strict	NA	1198	1185	S	33010	Cutibacterium avidum
SRR28476469	neg	strict	NA	944	944	S	2559073	Cutibacterium modestum
SRR28476469	neg	strict	NA	394	394	S	3016342	Cutibacterium equinum
SRR28476469	neg	strict	NA	641	641	S	2760310	Tessaracoccus sp. MC1865
SRR28476469	neg	strict	NA	20	20	S	1332264	Tessaracoccus aquimaris
SRR28476469	neg	strict	NA	16	16	S	1285901	Tessaracoccus defluvii
SRR28476469	neg	strict	NA	10	10	S	399497	Tessaracoccus flavescens
SRR28476469	neg	strict	NA	9	9	S	1610493	Tessaracoccus flavus
SRR28476469	neg	strict	NA	3	3	S	2161816	Tessaracoccus timonensis
SRR28476469	neg	strict	NA	430	430	S	1750	Arachnia propionica
SRR28476469	neg	strict	NA	4	4	S	1547448	Arachnia rubra
SRR28476469	neg	strict	NA	207	207	S	119981	Propionibacterium australiense
SRR28476469	neg	strict	NA	183	183	S	556499	Propionibacterium acidifaciens
SRR28476469	neg	strict	NA	34	34	S	1744	Propionibacterium freudenreichii
SRR28476469	neg	strict	NA	236	236	S	3041175	Brooklawnia propionicigenes
SRR28476469	neg	strict	NA	43	43	S	546874	Microlunatus sagamiharensis
SRR28476469	neg	strict	NA	35	35	S	630515	Microlunatus soli
SRR28476469	neg	strict	NA	17	0	S	29405	Microlunatus phosphovorus
SRR28476471	neg	strict	NA	2528	2528	S	2984843	Methylobacterium sp. FF17
SRR28476471	neg	strict	NA	1483	1483	S	739141	Methylobacterium sp. XJLW
SRR28476471	neg	strict	NA	442	442	S	3138063	Methylobacterium sp. CB376
SRR28476471	neg	strict	NA	260	260	S	2603276	Methylobacterium sp. WL1
SRR28476471	neg	strict	NA	38	38	S	2894310	Methylobacterium sp. NMS14P
SRR28476471	neg	strict	NA	32	32	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476471	neg	strict	NA	13	13	S	925818	Methylobacterium sp. AMS5
SRR28476471	neg	strict	NA	13	13	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476471	neg	strict	NA	6	6	S	409	Methylobacterium sp.
SRR28476471	neg	strict	NA	2	2	S	2718876	Methylobacterium sp. SyP6R
SRR28476471	neg	strict	NA	1315	1315	S	107400	Methylobacterium fujisawaense
SRR28476471	neg	strict	NA	1029	1029	S	410	Methylobacterium organophilum
SRR28476471	neg	strict	NA	937	937	S	2202825	Methylobacterium durans
SRR28476471	neg	strict	NA	671	42	S	31998	Methylobacterium radiotolerans
SRR28476471	neg	strict	NA	587	587	S	570505	Methylobacterium bullatum
SRR28476471	neg	strict	NA	474	474	S	374432	Methylobacterium tardum
SRR28476471	neg	strict	NA	408	0	S	334852	Methylobacterium oryzae
SRR28476471	neg	strict	NA	314	314	S	2202828	Methylobacterium radiodurans
SRR28476471	neg	strict	NA	306	306	S	269660	Methylobacterium brachiatum
SRR28476471	neg	strict	NA	117	117	S	270351	Methylobacterium aquaticum
SRR28476479	neg	strict	NA	379234	378091	S	1747	Cutibacterium acnes
SRR28476479	neg	strict	NA	10630	10630	S	33011	Cutibacterium granulosum
SRR28476479	neg	strict	NA	1364	1364	S	2559073	Cutibacterium modestum
SRR28476479	neg	strict	NA	627	624	S	33010	Cutibacterium avidum
SRR28476479	neg	strict	NA	227	227	S	3016342	Cutibacterium equinum
SRR28476479	neg	strict	NA	1542	1542	S	2760310	Tessaracoccus sp. MC1865
SRR28476479	neg	strict	NA	1	1	S	3041766	Tessaracoccus sp. T21
SRR28476479	neg	strict	NA	72	72	S	2161816	Tessaracoccus timonensis
SRR28476479	neg	strict	NA	68	68	S	1610493	Tessaracoccus flavus
SRR28476479	neg	strict	NA	26	26	S	399497	Tessaracoccus flavescens
SRR28476479	neg	strict	NA	13	13	S	1285901	Tessaracoccus defluvii
SRR28476479	neg	strict	NA	4	4	S	1332264	Tessaracoccus aquimaris
SRR28476479	neg	strict	NA	482	482	S	546874	Microlunatus sagamiharensis
SRR28476479	neg	strict	NA	63	0	S	29405	Microlunatus phosphovorus
SRR28476479	neg	strict	NA	60	60	S	630515	Microlunatus soli
SRR28476479	neg	strict	NA	31	31	S	2596828	Microlunatus elymi
SRR28476479	neg	strict	NA	19	19	S	2672569	Microlunatus sp. Gsoil 973
SRR28476479	neg	strict	NA	336	336	S	1750	Arachnia propionica
SRR28476479	neg	strict	NA	36	36	S	1547448	Arachnia rubra
SRR28476479	neg	strict	NA	90	90	S	1744	Propionibacterium freudenreichii
SRR28476481	neg	strict	NA	374404	373365	S	1747	Cutibacterium acnes
SRR28476481	neg	strict	NA	9866	9866	S	33011	Cutibacterium granulosum
SRR28476481	neg	strict	NA	1661	1661	S	2559073	Cutibacterium modestum
SRR28476481	neg	strict	NA	560	558	S	33010	Cutibacterium avidum
SRR28476481	neg	strict	NA	427	427	S	3016342	Cutibacterium equinum
SRR28476481	neg	strict	NA	1295	1295	S	2760310	Tessaracoccus sp. MC1865
SRR28476481	neg	strict	NA	191	191	S	1610493	Tessaracoccus flavus
SRR28476481	neg	strict	NA	70	70	S	2161816	Tessaracoccus timonensis
SRR28476481	neg	strict	NA	28	28	S	399497	Tessaracoccus flavescens
SRR28476481	neg	strict	NA	8	8	S	1285901	Tessaracoccus defluvii
SRR28476481	neg	strict	NA	3	3	S	1332264	Tessaracoccus aquimaris
SRR28476481	neg	strict	NA	373	373	S	546874	Microlunatus sagamiharensis
SRR28476481	neg	strict	NA	191	0	S	29405	Microlunatus phosphovorus
SRR28476481	neg	strict	NA	18	18	S	630515	Microlunatus soli
SRR28476481	neg	strict	NA	13	13	S	2672569	Microlunatus sp. Gsoil 973
SRR28476481	neg	strict	NA	12	12	S	2596828	Microlunatus elymi
SRR28476481	neg	strict	NA	542	542	S	1750	Arachnia propionica
SRR28476481	neg	strict	NA	113	113	S	1547448	Arachnia rubra
SRR28476481	neg	strict	NA	365	365	S	2057246	Acidipropionibacterium virtanenii
SRR28476481	neg	strict	NA	65	65	S	1748	Acidipropionibacterium acidipropionici
SRR28476485	neg	strict	NA	228107	227569	S	1747	Cutibacterium acnes
SRR28476485	neg	strict	NA	5852	5852	S	33011	Cutibacterium granulosum
SRR28476485	neg	strict	NA	643	643	S	2559073	Cutibacterium modestum
SRR28476485	neg	strict	NA	382	382	S	33010	Cutibacterium avidum
SRR28476485	neg	strict	NA	143	143	S	3016342	Cutibacterium equinum
SRR28476485	neg	strict	NA	561	561	S	2760310	Tessaracoccus sp. MC1865
SRR28476485	neg	strict	NA	202	202	S	1610493	Tessaracoccus flavus
SRR28476485	neg	strict	NA	27	27	S	2161816	Tessaracoccus timonensis
SRR28476485	neg	strict	NA	21	21	S	1285901	Tessaracoccus defluvii
SRR28476485	neg	strict	NA	2	2	S	399497	Tessaracoccus flavescens
SRR28476485	neg	strict	NA	232	0	S	29405	Microlunatus phosphovorus
SRR28476485	neg	strict	NA	81	81	S	546874	Microlunatus sagamiharensis
SRR28476485	neg	strict	NA	30	30	S	2596828	Microlunatus elymi
SRR28476485	neg	strict	NA	10	10	S	630515	Microlunatus soli
SRR28476485	neg	strict	NA	122	122	S	2775081	Propioniciclava soli
SRR28476485	neg	strict	NA	96	96	S	2714937	Propioniciclava coleopterorum
SRR28476485	neg	strict	NA	92	92	S	2760308	Propioniciclava sp. MC1595
SRR28476485	neg	strict	NA	417	417	S	1750	Arachnia propionica
SRR28476485	neg	strict	NA	121	121	S	119981	Propionibacterium australiense
SRR28476485	neg	strict	NA	71	71	S	556499	Propionibacterium acidifaciens
SRR28476490	neg	strict	NA	323286	322559	S	1747	Cutibacterium acnes
SRR28476490	neg	strict	NA	9983	9983	S	33011	Cutibacterium granulosum
SRR28476490	neg	strict	NA	659	659	S	2559073	Cutibacterium modestum
SRR28476490	neg	strict	NA	505	500	S	33010	Cutibacterium avidum
SRR28476490	neg	strict	NA	98	98	S	3016342	Cutibacterium equinum
SRR28476490	neg	strict	NA	829	829	S	2760308	Propioniciclava sp. MC1595
SRR28476490	neg	strict	NA	179	179	S	2714937	Propioniciclava coleopterorum
SRR28476490	neg	strict	NA	111	111	S	2775081	Propioniciclava soli
SRR28476490	neg	strict	NA	436	436	S	546874	Microlunatus sagamiharensis
SRR28476490	neg	strict	NA	171	171	S	630515	Microlunatus soli
SRR28476490	neg	strict	NA	98	0	S	29405	Microlunatus phosphovorus
SRR28476490	neg	strict	NA	43	43	S	2596828	Microlunatus elymi
SRR28476490	neg	strict	NA	746	746	S	2760310	Tessaracoccus sp. MC1865
SRR28476490	neg	strict	NA	18	18	S	3041766	Tessaracoccus sp. T21
SRR28476490	neg	strict	NA	134	134	S	1610493	Tessaracoccus flavus
SRR28476490	neg	strict	NA	10	10	S	2161816	Tessaracoccus timonensis
SRR28476490	neg	strict	NA	9	9	S	1285901	Tessaracoccus defluvii
SRR28476490	neg	strict	NA	7	7	S	399497	Tessaracoccus flavescens
SRR28476490	neg	strict	NA	1	1	S	2829499	Tessaracoccus palaemonis
SRR28476490	neg	strict	NA	491	491	S	1750	Arachnia propionica
SRR28476491	neg	strict	NA	15811	7759	S	28450	Burkholderia pseudomallei
SRR28476491	neg	strict	NA	7287	1514	S	57975	Burkholderia thailandensis
SRR28476491	neg	strict	NA	2276	2270	S	13373	Burkholderia mallei
SRR28476491	neg	strict	NA	542	541	S	342113	Burkholderia oklahomensis
SRR28476491	neg	strict	NA	436	436	S	1385591	Burkholderia mayonis
SRR28476491	neg	strict	NA	84	84	S	1503053	Burkholderia singularis
SRR28476491	neg	strict	NA	12	12	S	1637837	Burkholderia savannae
SRR28476491	neg	strict	NA	7	7	S	430531	Burkholderia humptydooensis
SRR28476491	neg	strict	NA	7349	7349	S	87883	Burkholderia multivorans
SRR28476491	neg	strict	NA	3501	1533	S	292	Burkholderia cepacia
SRR28476491	neg	strict	NA	2895	2895	S	152480	Burkholderia ambifaria
SRR28476491	neg	strict	NA	2109	2109	S	60552	Burkholderia vietnamiensis
SRR28476491	neg	strict	NA	1893	1498	S	95486	Burkholderia cenocepacia
SRR28476491	neg	strict	NA	1065	1065	S	60550	Burkholderia pyrrocinia
SRR28476491	neg	strict	NA	701	701	S	482957	Burkholderia lata
SRR28476491	neg	strict	NA	669	669	S	488732	Burkholderia diffusa
SRR28476491	neg	strict	NA	650	430	S	101571	Burkholderia ubonensis
SRR28476491	neg	strict	NA	486	486	S	488447	Burkholderia contaminans
SRR28476491	neg	strict	NA	406	406	S	1207504	Burkholderia pseudomultivorans
SRR28476491	neg	strict	NA	221	221	S	1503054	Burkholderia stagnalis
SRR28476494	neg	strict	NA	13295	6644	S	28450	Burkholderia pseudomallei
SRR28476494	neg	strict	NA	6361	1243	S	57975	Burkholderia thailandensis
SRR28476494	neg	strict	NA	2147	2141	S	13373	Burkholderia mallei
SRR28476494	neg	strict	NA	499	495	S	342113	Burkholderia oklahomensis
SRR28476494	neg	strict	NA	376	376	S	1385591	Burkholderia mayonis
SRR28476494	neg	strict	NA	70	70	S	1503053	Burkholderia singularis
SRR28476494	neg	strict	NA	3	3	S	430531	Burkholderia humptydooensis
SRR28476494	neg	strict	NA	3	3	S	1637837	Burkholderia savannae
SRR28476494	neg	strict	NA	5213	5211	S	87883	Burkholderia multivorans
SRR28476494	neg	strict	NA	3180	1321	S	292	Burkholderia cepacia
SRR28476494	neg	strict	NA	2748	2747	S	152480	Burkholderia ambifaria
SRR28476494	neg	strict	NA	2024	2023	S	60552	Burkholderia vietnamiensis
SRR28476494	neg	strict	NA	1833	1454	S	95486	Burkholderia cenocepacia
SRR28476494	neg	strict	NA	1039	1039	S	60550	Burkholderia pyrrocinia
SRR28476494	neg	strict	NA	664	418	S	101571	Burkholderia ubonensis
SRR28476494	neg	strict	NA	586	586	S	482957	Burkholderia lata
SRR28476494	neg	strict	NA	483	483	S	488732	Burkholderia diffusa
SRR28476494	neg	strict	NA	418	418	S	488447	Burkholderia contaminans
SRR28476494	neg	strict	NA	404	404	S	1207504	Burkholderia pseudomultivorans
SRR28476494	neg	strict	NA	170	170	S	1503054	Burkholderia stagnalis
SRR28476495	neg	strict	NA	12572	6132	S	28450	Burkholderia pseudomallei
SRR28476495	neg	strict	NA	6103	1195	S	57975	Burkholderia thailandensis
SRR28476495	neg	strict	NA	2014	2004	S	13373	Burkholderia mallei
SRR28476495	neg	strict	NA	503	500	S	342113	Burkholderia oklahomensis
SRR28476495	neg	strict	NA	309	309	S	1385591	Burkholderia mayonis
SRR28476495	neg	strict	NA	63	63	S	1503053	Burkholderia singularis
SRR28476495	neg	strict	NA	5	5	S	1637837	Burkholderia savannae
SRR28476495	neg	strict	NA	4	4	S	430531	Burkholderia humptydooensis
SRR28476495	neg	strict	NA	4906	4906	S	87883	Burkholderia multivorans
SRR28476495	neg	strict	NA	2877	1275	S	292	Burkholderia cepacia
SRR28476495	neg	strict	NA	2505	2503	S	152480	Burkholderia ambifaria
SRR28476495	neg	strict	NA	1802	1800	S	60552	Burkholderia vietnamiensis
SRR28476495	neg	strict	NA	1768	1451	S	95486	Burkholderia cenocepacia
SRR28476495	neg	strict	NA	969	969	S	60550	Burkholderia pyrrocinia
SRR28476495	neg	strict	NA	576	348	S	101571	Burkholderia ubonensis
SRR28476495	neg	strict	NA	559	559	S	482957	Burkholderia lata
SRR28476495	neg	strict	NA	465	465	S	488732	Burkholderia diffusa
SRR28476495	neg	strict	NA	418	418	S	1207504	Burkholderia pseudomultivorans
SRR28476495	neg	strict	NA	368	368	S	488447	Burkholderia contaminans
SRR28476495	neg	strict	NA	157	157	S	1503054	Burkholderia stagnalis
SRR28476497	neg	strict	NA	8825	4465	S	28450	Burkholderia pseudomallei
SRR28476497	neg	strict	NA	4077	779	S	57975	Burkholderia thailandensis
SRR28476497	neg	strict	NA	1226	1225	S	13373	Burkholderia mallei
SRR28476497	neg	strict	NA	333	330	S	342113	Burkholderia oklahomensis
SRR28476497	neg	strict	NA	232	232	S	1385591	Burkholderia mayonis
SRR28476497	neg	strict	NA	39	39	S	1503053	Burkholderia singularis
SRR28476497	neg	strict	NA	2	2	S	1637837	Burkholderia savannae
SRR28476497	neg	strict	NA	1	1	S	430531	Burkholderia humptydooensis
SRR28476497	neg	strict	NA	3764	3764	S	87883	Burkholderia multivorans
SRR28476497	neg	strict	NA	1958	799	S	292	Burkholderia cepacia
SRR28476497	neg	strict	NA	1660	1660	S	152480	Burkholderia ambifaria
SRR28476497	neg	strict	NA	1234	977	S	95486	Burkholderia cenocepacia
SRR28476497	neg	strict	NA	1124	1123	S	60552	Burkholderia vietnamiensis
SRR28476497	neg	strict	NA	686	686	S	60550	Burkholderia pyrrocinia
SRR28476497	neg	strict	NA	388	388	S	482957	Burkholderia lata
SRR28476497	neg	strict	NA	371	229	S	101571	Burkholderia ubonensis
SRR28476497	neg	strict	NA	368	368	S	488732	Burkholderia diffusa
SRR28476497	neg	strict	NA	268	268	S	1207504	Burkholderia pseudomultivorans
SRR28476497	neg	strict	NA	253	253	S	488447	Burkholderia contaminans
SRR28476497	neg	strict	NA	166	166	S	1503054	Burkholderia stagnalis
SRR28476498	neg	strict	NA	2373	2373	S	2984843	Methylobacterium sp. FF17
SRR28476498	neg	strict	NA	1750	1750	S	739141	Methylobacterium sp. XJLW
SRR28476498	neg	strict	NA	618	618	S	3138063	Methylobacterium sp. CB376
SRR28476498	neg	strict	NA	505	505	S	2603276	Methylobacterium sp. WL1
SRR28476498	neg	strict	NA	47	47	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476498	neg	strict	NA	24	24	S	925818	Methylobacterium sp. AMS5
SRR28476498	neg	strict	NA	18	18	S	2894310	Methylobacterium sp. NMS14P
SRR28476498	neg	strict	NA	6	6	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476498	neg	strict	NA	3	3	S	2718876	Methylobacterium sp. SyP6R
SRR28476498	neg	strict	NA	1911	40	S	31998	Methylobacterium radiotolerans
SRR28476498	neg	strict	NA	1444	1444	S	410	Methylobacterium organophilum
SRR28476498	neg	strict	NA	1277	1277	S	2202825	Methylobacterium durans
SRR28476498	neg	strict	NA	1088	1088	S	107400	Methylobacterium fujisawaense
SRR28476498	neg	strict	NA	866	866	S	2202828	Methylobacterium radiodurans
SRR28476498	neg	strict	NA	811	811	S	570505	Methylobacterium bullatum
SRR28476498	neg	strict	NA	547	32	S	334852	Methylobacterium oryzae
SRR28476498	neg	strict	NA	387	387	S	269660	Methylobacterium brachiatum
SRR28476498	neg	strict	NA	363	363	S	374432	Methylobacterium tardum
SRR28476498	neg	strict	NA	182	0	S	114616	Methylobacterium nodulans
SRR28476498	neg	strict	NA	103	103	S	2202827	Methylobacterium terrae
SRR28476501	neg	strict	NA	5307	5307	S	2984843	Methylobacterium sp. FF17
SRR28476501	neg	strict	NA	4398	4398	S	739141	Methylobacterium sp. XJLW
SRR28476501	neg	strict	NA	2321	2321	S	3138063	Methylobacterium sp. CB376
SRR28476501	neg	strict	NA	882	882	S	2603276	Methylobacterium sp. WL1
SRR28476501	neg	strict	NA	101	101	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476501	neg	strict	NA	91	91	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476501	neg	strict	NA	47	47	S	925818	Methylobacterium sp. AMS5
SRR28476501	neg	strict	NA	10	10	S	2894310	Methylobacterium sp. NMS14P
SRR28476501	neg	strict	NA	3	3	S	2718876	Methylobacterium sp. SyP6R
SRR28476501	neg	strict	NA	1	1	S	1479019	Methylobacterium sp. C1
SRR28476501	neg	strict	NA	3324	3324	S	2202825	Methylobacterium durans
SRR28476501	neg	strict	NA	2573	2573	S	107400	Methylobacterium fujisawaense
SRR28476501	neg	strict	NA	2528	56	S	31998	Methylobacterium radiotolerans
SRR28476501	neg	strict	NA	2201	2201	S	410	Methylobacterium organophilum
SRR28476501	neg	strict	NA	1493	23	S	334852	Methylobacterium oryzae
SRR28476501	neg	strict	NA	1460	1460	S	570505	Methylobacterium bullatum
SRR28476501	neg	strict	NA	1257	1257	S	2202828	Methylobacterium radiodurans
SRR28476501	neg	strict	NA	854	854	S	374432	Methylobacterium tardum
SRR28476501	neg	strict	NA	706	706	S	269660	Methylobacterium brachiatum
SRR28476501	neg	strict	NA	227	0	S	114616	Methylobacterium nodulans
SRR28476502	neg	strict	NA	5215	5215	S	2984843	Methylobacterium sp. FF17
SRR28476502	neg	strict	NA	4482	4482	S	739141	Methylobacterium sp. XJLW
SRR28476502	neg	strict	NA	1586	1586	S	3138063	Methylobacterium sp. CB376
SRR28476502	neg	strict	NA	1143	1143	S	2603276	Methylobacterium sp. WL1
SRR28476502	neg	strict	NA	87	87	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476502	neg	strict	NA	63	63	S	1479019	Methylobacterium sp. C1
SRR28476502	neg	strict	NA	59	59	S	925818	Methylobacterium sp. AMS5
SRR28476502	neg	strict	NA	58	58	S	2718876	Methylobacterium sp. SyP6R
SRR28476502	neg	strict	NA	50	50	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476502	neg	strict	NA	26	26	S	2894310	Methylobacterium sp. NMS14P
SRR28476502	neg	strict	NA	3042	3042	S	107400	Methylobacterium fujisawaense
SRR28476502	neg	strict	NA	2460	2460	S	2202825	Methylobacterium durans
SRR28476502	neg	strict	NA	2377	28	S	31998	Methylobacterium radiotolerans
SRR28476502	neg	strict	NA	2043	2043	S	410	Methylobacterium organophilum
SRR28476502	neg	strict	NA	1521	1521	S	570505	Methylobacterium bullatum
SRR28476502	neg	strict	NA	1300	1300	S	2202828	Methylobacterium radiodurans
SRR28476502	neg	strict	NA	1157	36	S	334852	Methylobacterium oryzae
SRR28476502	neg	strict	NA	947	947	S	374432	Methylobacterium tardum
SRR28476502	neg	strict	NA	767	767	S	269660	Methylobacterium brachiatum
SRR28476502	neg	strict	NA	217	217	S	270351	Methylobacterium aquaticum
SRR28476504	neg	strict	NA	14696	14696	S	2892442	Pseudomonas sp. CIP-10
SRR28476504	neg	strict	NA	256	256	S	2653853	Pseudomonas sp. SCB32
SRR28476504	neg	strict	NA	206	206	S	2954088	Pseudomonas sp. FP2262
SRR28476504	neg	strict	NA	140	140	S	2954094	Pseudomonas sp. FP453
SRR28476504	neg	strict	NA	124	124	S	2920387	Pseudomonas sp. LS.1a
SRR28476504	neg	strict	NA	109	109	S	2559074	Pseudomonas sp. S150
SRR28476504	neg	strict	NA	98	98	S	2986927	Pseudomonas sp. BT-42-2
SRR28476504	neg	strict	NA	91	91	S	3078264	Pseudomonas sp. C9-3
SRR28476504	neg	strict	NA	76	76	S	2921518	Pseudomonas sp. FSL L8-0168
SRR28476504	neg	strict	NA	76	76	S	1283291	Pseudomonas sp. URMO17WK12:I11
SRR28476504	neg	strict	NA	55	55	S	2954099	Pseudomonas sp. FP818
SRR28476504	neg	strict	NA	53	53	S	2871095	Pseudomonas sp. DR48
SRR28476504	neg	strict	NA	47	47	S	2604941	Pseudomonas sp. C27(2019)
SRR28476504	neg	strict	NA	39	39	S	2479392	Pseudomonas sp. LTJR-52
SRR28476504	neg	strict	NA	37	37	S	3115647	Pseudomonas sp. ZY71
SRR28476504	neg	strict	NA	37	37	S	2895474	Pseudomonas sp. B21-017
SRR28476504	neg	strict	NA	32	32	S	2954085	Pseudomonas sp. FP2034
SRR28476504	neg	strict	NA	32	32	S	2874628	Pseudomonas sp. p1(2021b)
SRR28476504	neg	strict	NA	31	31	S	2705472	Pseudomonas sp. MTM4
SRR28476504	neg	strict	NA	31	31	S	3110111	Pseudomonas sp. JQ170C
SRR28476506	neg	strict	NA	5549	5549	S	2984843	Methylobacterium sp. FF17
SRR28476506	neg	strict	NA	2446	2446	S	739141	Methylobacterium sp. XJLW
SRR28476506	neg	strict	NA	707	707	S	2603276	Methylobacterium sp. WL1
